.abdn.,.aber.,.abertay-dundee.,.anglia.,.aston.,.bangor.,.bath.,.bbk.,.bham.,.bournemouth.,.brad.,.bris.,.brunel.,.bton.,.cam.,.cf.,.courtauld.,.coventry.,.cranfield.,.derby.,.dmu.,.dundee.,.dur.,.ed.,.essex.,.ex.,.gcal.,.glam.,.glasgow.,.goldsmiths.,.gre.,.herts.,.heythrop.,.hud.,.hw.,.kcl.,.keele.,.kingston.,.lamp.,.lancs.,.lboro.,.lbs.,.le.,.leeds.,.livjm.,.lmu.,.lse.,.lshtm.,.luton.,.man.,.mbs.,.mcc.,.mdx.,.mmu.,.napier.,.ncl.,.newport.,.nott.,.ntu.,.ox.,.paisley.,.plymouth.,.qmw.,.qub.,.rcm.,.rdg.,.rgu.,.salford.,.sas.,.shef.,.soas.,.soton.,.ssees.,.st-and.,.staffs.,.stir.,.strath.,.sunderland.,.surrey.,.susx.,.swan.,.tees.,.tvu.,.uce.,.ucl.,.uclan.,.uea.,.uel.,.ukc.,.ulh.,.ulst.,.umds.,.umist.,.unl.,.unn.,.uwcm.,.uwe.,.uwic.,.warwick.,.wlv.,.wmin.,.york.
0.00131004366812227,0.0114410480349345,8.73362445414847e-05,0.000786026200873362,0.000174672489082969,0.000524017467248908,0.00218340611353712,0.000960698689956332,0.0146724890829694,0.000436681222707424,0.000524017467248908,0.00445414847161572,0.00174672489082969,0.000262008733624454,0.01117903930131,0.00777292576419214,0,0.000262008733624454,0.000786026200873362,8.73362445414847e-05,0.000873362445414847,0.00602620087336245,0.00305676855895197,0.374410480349345,0.00139737991266376,0.188384279475983,0.000873362445414847,0.000262008733624454,0.000174672489082969,0,0.00733624454148472,0.000436681222707424,0,0.000698689956331878,0.0252401746724891,0.00122270742358079,0.00131004366812227,8.73362445414847e-05,0.000349344978165939,0.00131004366812227,0.000349344978165939,8.73362445414847e-05,0.133711790393013,0.00366812227074236,0.000436681222707424,0.000786026200873362,0.0102183406113537,0,8.73362445414847e-05,0.0489082969432314,0.000436681222707424,0.00174672489082969,0,0.00131004366812227,0.00104803493449782,0.00384279475982533,0,0.00148471615720524,0.00253275109170306,0.0132751091703057,0.000698689956331878,0.000349344978165939,0.00122270742358079,0.00235807860262009,0.000262008733624454,0.00131004366812227,0.00637554585152838,0.000436681222707424,0.00209606986899563,0.0241048034934498,8.73362445414847e-05,0.00331877729257642,0,0.00314410480349345,0.000349344978165939,0.00253275109170306,0.00296943231441048,0.000524017467248908,0.000960698689956332,0.000436681222707424,0.00157205240174672,8.73362445414847e-05,0,0.000786026200873362,0.00864628820960699,8.73362445414847e-05,0.00157205240174672,0.00323144104803493,0.00375545851528384,0.000174672489082969,0.000436681222707424,0.000174672489082969,0.000174672489082969,0.00296943231441048,0.0011353711790393,0.000786026200873362,0.00157205240174672,0,0.00331877729257642,0.00174672489082969,0.000436681222707424,0.00305676855895197
0.00173826669977651,0.00459399056369506,0,0.000496647628507574,0.000434566674944127,0.00446982865656816,0.00403526198162404,0.000807052396324808,0.00192450956046685,0.000931214303451701,0.00223491432828408,0.00266948100322821,0.000931214303451701,0.000124161907126893,0.0101812763844053,0.054196672460889,6.20809535634467e-05,6.20809535634467e-05,0.000434566674944127,0.00105537621057859,0.00117953811770549,0.000434566674944127,0.00254531909610132,0.362366525949839,0.00111745716414204,0.197355351378197,0.000124161907126893,0.000558728582071021,0.000434566674944127,0,0.00931214303451701,0.000744971442761361,0,0.00018624286069034,0.00645641917059846,0.000869133349888254,0.000620809535634467,6.20809535634467e-05,0.00229699528184753,0.00266948100322821,0.0019865905140303,0.000248323814253787,0.16445244598957,0.00838092873106531,0.00148994288552272,0.000744971442761361,0.00589769058852744,6.20809535634467e-05,0.000682890489197914,0.0243978147504346,0.00142786193195927,0.00204867146759374,0.000620809535634467,0.00720139061335982,0.00180034765333996,0.00161410479264962,0.000496647628507574,0.00192450956046685,0.00285572386391855,0.0113608145021108,0.000124161907126893,0,0.000744971442761361,0.000931214303451701,0.00018624286069034,0.00173826669977651,0.000558728582071021,0.00161410479264962,0.00242115718897442,0.0047802334243854,6.20809535634467e-05,0.00322820958529923,0,0.000496647628507574,0.000248323814253787,0.000931214303451701,0.00167618574621306,0.000434566674944127,0.000993295257015148,0.00136578097839583,0.00446982865656816,0.000248323814253787,0.000496647628507574,0.000558728582071021,0.00875341445244599,0.000496647628507574,0.00204867146759374,0.00142786193195927,0.00242115718897442,0.000124161907126893,0.00161410479264962,6.20809535634467e-05,0.000248323814253787,0.00142786193195927,0.00180034765333996,0.00037248572138068,0.00707722870623293,0.000310404767817234,0.00297988577104544,0.00180034765333996,0.00167618574621306,0.00310404767817234
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.409836065573771,0,0,0,0,0,0.131147540983607,0,0.0983606557377049,0,0.163934426229508,0,0,0,0,0.0163934426229508,0,0,0,0,0,0,0,0,0,0,0,0.0819672131147541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163934426229508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0327868852459016,0,0,0,0,0,0.0163934426229508,0,0
0.000659369642621654,0.000923117499670315,0,0.00276935249901095,0.00184623499934063,0.000263747857048661,0.00197810892786496,0,0.0017143610708163,0.000659369642621654,0.00118686535671898,0.00184623499934063,0.000791243571145984,0.000395621785572992,0.068970064618225,0.00580245285507055,0.000131873928524331,0.000263747857048661,0.00118686535671898,0.00105499142819465,0.00197810892786496,0.000527495714097323,0.00145061321376764,0.190689700646182,0.00461558749835158,0.119741527100092,0.000131873928524331,0,0,0,0.00263747857048661,0.000395621785572992,0,0.00118686535671898,0.0131873928524331,0.00105499142819465,0.000263747857048661,0.000131873928524331,0,0.0017143610708163,0.000527495714097323,0.000527495714097323,0.428194645918502,0.00553870499802189,0.000527495714097323,0.000791243571145984,0.00158248714229197,0,0.000659369642621654,0.0390346828432019,0.00197810892786496,0.00210998285638929,0,0.0017143610708163,0.000527495714097323,0.00395621785572992,0,0.000263747857048661,0.00263747857048661,0.00975867071080047,0,0,0.000263747857048661,0.00118686535671898,0.000263747857048661,0.000395621785572992,0.00105499142819465,0.00224185678491362,0.00210998285638929,0.00448371356982725,0.000131873928524331,0.00369246999868126,0,0.000131873928524331,0.000527495714097323,0.000659369642621654,0.000659369642621654,0.000263747857048661,0.00329684821310827,0.000791243571145984,0.000791243571145984,0.000131873928524331,0.000395621785572992,0.00184623499934063,0.0034287221416326,0.000131873928524331,0.00395621785572992,0.00197810892786496,0.00210998285638929,0,0.000791243571145984,0,0.000791243571145984,0.00158248714229197,0.00197810892786496,0.000659369642621654,0.00276935249901095,0,0.00316497428458394,0.00158248714229197,0.000791243571145984,0.00250560464196228
0.000675949709341625,0.00175746924428822,0,0.00081113965120995,0.00297417872110315,0.00081113965120995,0.0027037988373665,0.00135189941868325,0.022035960524537,0.00027037988373665,0.00135189941868325,0.00283898877923482,0.000946329593078275,0.0005407597674733,0.0156820332567257,0.00878734622144113,0,0.0010815195349466,0.00027037988373665,0.00027037988373665,0.00135189941868325,0.000405569825604975,0.00135189941868325,0.326213329728268,0.0032445586048398,0.189401108557523,0.0005407597674733,0.000135189941868325,0.00027037988373665,0,0.005407597674733,0,0,0.000405569825604975,0.0110855752332027,0.00189265918615655,0.0016222793024199,0.000405569825604975,0.000405569825604975,0.00202784912802487,0.00081113965120995,0.00027037988373665,0.196025415709071,0.00446126808165472,0.000946329593078275,0.000675949709341625,0.0048668379072597,0,0,0.0483979991888603,0.00121670947681493,0.00256860889549817,0.000135189941868325,0.00256860889549817,0.000135189941868325,0.00730025686088955,0.000135189941868325,0.00297417872110315,0.00351493848857645,0.0200081113965121,0,0,0.00243341895362985,0.00121670947681493,0.00027037988373665,0.00148708936055157,0.00121670947681493,0.000946329593078275,0.0032445586048398,0.00365012843044477,0.000135189941868325,0.00351493848857645,0,0.0005407597674733,0.000405569825604975,0.00202784912802487,0.00135189941868325,0.00081113965120995,0.00189265918615655,0.000675949709341625,0.0010815195349466,0.0010815195349466,0.000135189941868325,0.00148708936055157,0.0097336758145194,0.000135189941868325,0.00243341895362985,0.00121670947681493,0.00202784912802487,0.00027037988373665,0.00148708936055157,0.00027037988373665,0.0016222793024199,0.00310936866297147,0.00730025686088955,0.000135189941868325,0.00081113965120995,0,0.005407597674733,0.00135189941868325,0.000135189941868325,0.0043260781397864
0.00224466891133558,0.00314253647586981,0,0.000448933782267116,0.000673400673400673,0.00987654320987654,0.00359147025813692,0.000448933782267116,0.0042648709315376,0,0.000897867564534231,0.00381593714927048,0.000448933782267116,0,0.0172839506172839,0.00808080808080808,0,0.000224466891133558,0.00404040404040404,0.00112233445566779,0.000897867564534231,0.000448933782267116,0.00404040404040404,0.290011223344557,0.00269360269360269,0.226262626262626,0.000224466891133558,0.00112233445566779,0,0,0.00740740740740741,0.000448933782267116,0,0.000224466891133558,0.0114478114478114,0.00224466891133558,0.000448933782267116,0.00202020202020202,0.00695847362514029,0.00314253647586981,0.000897867564534231,0.000448933782267116,0.19371492704826,0.00561167227833894,0.000224466891133558,0.000448933782267116,0.0085297418630752,0,0.000224466891133558,0.0307519640852974,0.00134680134680135,0.000448933782267116,0.000224466891133558,0.000897867564534231,0.000448933782267116,0.00381593714927048,0.000673400673400673,0.00359147025813692,0.0058361391694725,0.013692480359147,0.000224466891133558,0.000448933782267116,0.00179573512906846,0.00269360269360269,0.000224466891133558,0.00112233445566779,0.00224466891133558,0,0.00291806958473625,0.00538720538720539,0,0.0118967452300786,0,0.00516273849607183,0.000448933782267116,0.00112233445566779,0.000897867564534231,0.000224466891133558,0.000897867564534231,0.0015712682379349,0.0042648709315376,0.000448933782267116,0.000224466891133558,0.000224466891133558,0.00785634118967452,0.000448933782267116,0.00224466891133558,0.00202020202020202,0.00202020202020202,0.000897867564534231,0.00202020202020202,0.000224466891133558,0.00112233445566779,0.00224466891133558,0.00246913580246914,0.00112233445566779,0.000673400673400673,0.00112233445566779,0.00291806958473625,0.00224466891133558,0.00112233445566779,0.00448933782267116
0.000897733223610384,0.00179546644722077,0,0.000822922121642852,0.00216952195705843,0.000299244407870128,0.0143637315777661,0.000448866611805192,0.00284282187476622,0.000523677713772724,0.000972544325577916,0.0147377870876038,0.00172065534525324,0.00037405550983766,0.0317199072342336,0.0112216652951298,7.4811101967532e-05,0.000448866611805192,0.0018702775491883,0.00074811101967532,0.000822922121642852,0.00134659983541558,0.00329168848657141,0.260267823745044,0.00329168848657141,0.211116929752375,7.4811101967532e-05,0.000149622203935064,0.000299244407870128,0,0.00980025435774669,0.000822922121642852,0,0.000448866611805192,0.0091269544400389,0.00134659983541558,0.000673299917707788,0.000224433305902596,0.00037405550983766,0.00261838856886362,0.00336649958853894,7.4811101967532e-05,0.191965287648687,0.00718186578888307,0.00037405550983766,0.000523677713772724,0.0053863993416623,7.4811101967532e-05,7.4811101967532e-05,0.0352360290267076,0.0018702775491883,0.00336649958853894,0.000448866611805192,0.00336649958853894,0.000224433305902596,0.00403979950624673,0,0.00523677713772724,0.0039649884042792,0.0231914416099349,0,0.000149622203935064,0.00134659983541558,0.00127178873344804,0.000149622203935064,0.00142141093738311,0.000822922121642852,0.000448866611805192,0.00426423281214932,0.00493753272985711,7.4811101967532e-05,0.00897733223610384,0,0.00254357746689609,0.000149622203935064,0.000523677713772724,0.00194508865115583,0.000598488815740256,0.0037405550983766,0.00104735542754545,0.0016458442432857,0,0.00142141093738311,0.00134659983541558,0.00837884342036358,7.4811101967532e-05,0.00359093289444153,0.00478791052592205,0.00291763297673375,0.000224433305902596,0.000448866611805192,0,0.00246876636492856,0.00239395526296102,0.00246876636492856,0.000224433305902596,0.00665818807511035,0.000224433305902596,0.00426423281214932,0.00172065534525324,0,0.00516196603575971
0.00079093066174532,0.00166974250812901,0,0.000439405923191845,0.000351524738553476,0.000351524738553476,0.00325160383161965,0.000351524738553476,0.00166974250812901,8.78811846383689e-05,0.000966693031022058,0.00448194041655682,0.000351524738553476,0.000439405923191845,0.0352403550399859,0.00606380174004746,0.000527287107830214,0.000175762369276738,0.000439405923191845,0.000351524738553476,0.000878811846383689,0.000615168292468582,0.00290007909306617,0.368837331927234,0.00184550487740575,0.146497934792161,8.78811846383689e-05,0,0.000439405923191845,0.000175762369276738,0.0039546533087266,0.000351524738553476,0,0.00105457421566043,0.0108972668951577,0.00193338606204412,0.000263643553915107,0.000263643553915107,0,0.00123033658493716,0.000527287107830214,0.000527287107830214,0.156340627471658,0.0105457421566043,0,0.000263643553915107,0.0106336233412426,0.000878811846383689,0,0.0449072853502065,0.00105457421566043,0.00246067316987433,0.000263643553915107,0.00237279198523596,0,0.00386677212408823,0,0.00377889093944986,0.0014060989542139,0.0296159592231303,0,0,0.00149398013885227,0.00184550487740575,0,0.0014060989542139,0.00123033658493716,0.000439405923191845,0.0141488707267774,0.00342736620089639,0.00210914843132085,0.00307584146234291,0.000351524738553476,0.00492134633974866,0,0.000703049477106951,0.00588803937077072,8.78811846383689e-05,0.00079093066174532,0.00166974250812901,0.000527287107830214,0.000175762369276738,0,0.000175762369276738,0.0503559187977854,0.000175762369276738,0.0011424554002988,0.00228491080059759,0.000966693031022058,0,0.000351524738553476,8.78811846383689e-05,0.00079093066174532,0.00158186132349064,0.000615168292468582,0.000263643553915107,0.000615168292468582,0,0.00316372264698128,0.000615168292468582,0.000263643553915107,0.0101063362334124
0.00260521042084168,0.00190380761523046,0,0.00095190380761523,0.00440881763527054,0.00135270541082164,0.00370741482965932,0.000801603206412826,0.00806613226452906,0.000400801603206413,0.00165330661322645,0.00460921843687375,0.00170340681362725,0.000450901803607214,0.0221943887775551,0.00996993987975952,0,0.000350701402805611,0.000250501002004008,0.000400801603206413,0.00130260521042084,0.00170340681362725,0.0030561122244489,0.335821643286573,0.00165330661322645,0.171092184368737,0.000150300601202405,0.000250501002004008,0.000200400801603206,0,0.00691382765531062,0.00030060120240481,0,0.000701402805611222,0.0183867735470942,0.00140280561122244,0.00185370741482966,0.000250501002004008,0.00030060120240481,0.00485971943887776,0.000851703406813627,0.00030060120240481,0.181813627254509,0.00681362725450902,0.000851703406813627,0.000551102204408818,0.00741482965931864,5.01002004008016e-05,0.000250501002004008,0.0345691382765531,0.000701402805611222,0.0030561122244489,0.00030060120240481,0.00455911823647295,0.00275551102204409,0.00646292585170341,0.000100200400801603,0.0061122244488978,0.00255511022044088,0.0180861723446894,5.01002004008016e-05,0.000100200400801603,0.0032064128256513,0.00185370741482966,0.000100200400801603,0.00205410821643287,0.000651302605210421,0.00030060120240481,0.00215430861723447,0.00736472945891784,0.000150300601202405,0.0094188376753507,0.000350701402805611,0.00285571142284569,0.000701402805611222,0.000601202404809619,0.00135270541082164,0.00030060120240481,0.0031563126252505,0.00465931863727455,0.00130260521042084,5.01002004008016e-05,0,0.00110220440881764,0.01187374749499,5.01002004008016e-05,0.00285571142284569,0.00235470941883768,0.00165330661322645,0.000150300601202405,0.000701402805611222,0.00205410821643287,0.00240480961923848,0.00110220440881764,0.00160320641282565,0.000551102204408818,0.00390781563126253,0,0.0063627254509018,0.00230460921843687,0.000601202404809619,0.00455911823647295
0.00172924901185771,0.00345849802371542,0,0.000741106719367589,0.000494071146245059,0.000741106719367589,0.0024703557312253,0.000741106719367589,0.00543478260869565,0.0387845849802372,0.00222332015810277,0.0066699604743083,0.000741106719367589,0.00123517786561265,0.0135869565217391,0.0172924901185771,0,0,0.00222332015810277,0.00024703557312253,0.00123517786561265,0.00321146245059289,0.00345849802371542,0.24604743083004,0.00148221343873518,0.222579051383399,0,0.00024703557312253,0.00024703557312253,0,0.00864624505928854,0.000494071146245059,0,0.00024703557312253,0.0113636363636364,0.00123517786561265,0.000494071146245059,0.00172924901185771,0.000741106719367589,0.000741106719367589,0.00123517786561265,0.000988142292490119,0.209239130434783,0.00222332015810277,0.00024703557312253,0.00197628458498024,0.00469367588932806,0,0.00024703557312253,0.0313735177865613,0.00024703557312253,0.00148221343873518,0.000988142292490119,0.00321146245059289,0.000741106719367589,0.0066699604743083,0,0.00197628458498024,0.00395256916996047,0.0165513833992095,0.000741106719367589,0.00024703557312253,0.000494071146245059,0.00197628458498024,0,0.00123517786561265,0.00222332015810277,0,0.00395256916996047,0.00370553359683794,0,0.00889328063241107,0,0.000988142292490119,0.000494071146245059,0.000741106719367589,0.00469367588932806,0.00024703557312253,0.000988142292490119,0.000494071146245059,0.00148221343873518,0.00024703557312253,0,0.000741106719367589,0.00592885375494071,0.000988142292490119,0.00222332015810277,0.00222332015810277,0.0024703557312253,0,0.000988142292490119,0.00024703557312253,0.000741106719367589,0.00370553359683794,0.00123517786561265,0,0.000988142292490119,0,0.00741106719367589,0.00123517786561265,0.00172924901185771,0.00543478260869565
